,mc,mn,mc_onset,mn_onset,timesig,staff,voice,duration,gracenote,nominal_duration,scalar,tied,tpc,midi,volta,chord_id
1155,97,96,1/8,1/8,3/8,5,1,1/8,,1/8,1,,-2,58,,1164
1156,97,96,1/8,1/8,3/8,4,1,1/8,,1/8,1,,-1,65,,1162
1157,97,96,1/8,1/8,3/8,3,1,3/32,,1/16,3/2,,-2,70,,1157
1158,97,96,1/8,1/8,3/8,2,1,3/32,,1/16,3/2,,2,74,,1152
1159,97,96,7/32,7/32,3/8,3,1,1/32,,1/32,1,,3,69,,1158
1160,97,96,7/32,7/32,3/8,2,1,1/32,,1/32,1,,0,72,,1153
1161,97,96,1/4,1/4,3/8,3,1,3/32,,1/16,3/2,,-2,70,,1159
1162,97,96,1/4,1/4,3/8,2,1,3/32,,1/16,3/2,,2,74,,1154
1163,97,96,11/32,11/32,3/8,3,1,1/32,,1/32,1,,0,72,,1160
1164,97,96,11/32,11/32,3/8,2,1,1/32,,1/32,1,,-3,75,,1155
1165,98,97,0,0,3/8,5,1,1/8,,1/8,1,,-2,46,,1177
1166,98,97,0,0,3/8,4,1,1/8,,1/8,1,,-1,65,,1175
1167,98,97,0,0,3/8,3,1,1/8,,1/8,1,,2,74,,1170
1168,98,97,0,0,3/8,2,1,1/8,,1/8,1,,-1,77,,1165
1169,98,97,1/8,1/8,3/8,5,1,1/8,,1/8,1,,-3,51,,1178
1170,98,97,1/8,1/8,3/8,4,1,1/8,,1/8,1,,1,67,,1176
1171,98,97,1/8,1/8,3/8,3,1,3/32,,1/16,3/2,,0,72,,1171
1172,98,97,1/8,1/8,3/8,2,1,3/32,,1/16,3/2,,-3,75,,1166
1173,98,97,7/32,7/32,3/8,3,1,1/32,,1/32,1,,-2,70,,1172
1174,98,97,7/32,7/32,3/8,2,1,1/32,,1/32,1,,2,74,,1167
1175,98,97,1/4,1/4,3/8,3,1,3/32,,1/16,3/2,,0,72,,1173
1176,98,97,1/4,1/4,3/8,2,1,3/32,,1/16,3/2,,-3,75,,1168
1177,98,97,11/32,11/32,3/8,3,1,1/32,,1/32,1,,2,74,,1174
1178,98,97,11/32,11/32,3/8,2,1,1/32,,1/32,1,,-1,77,,1169
1179,99,98,0,0,3/8,5,1,1/8,,1/8,1,,0,48,,1188
1180,99,98,0,0,3/8,4,1,1/8,,1/8,1,,-3,63,,1185
1181,99,98,0,0,3/8,3,1,1/8,,1/8,1,,-3,75,,1182
1182,99,98,0,0,3/8,2,1,1/8,,1/8,1,,1,79,,1179
1183,99,98,1/8,1/8,3/8,5,1,1/8,,1/8,1,,-1,53,,1189
1184,99,98,1/8,1/8,3/8,4,1,1/8,,1/8,1,,-1,65,,1186
1185,99,98,1/8,1/8,3/8,3,1,1/8,,1/8,1,,0,72,,1183
1186,99,98,1/8,1/8,3/8,2,1,1/8,,1/8,1,,3,81,,1180
1187,99,98,1/4,1/4,3/8,5,1,1/8,,1/8,1,,-2,46,,1190
1188,99,98,1/4,1/4,3/8,4,1,1/8,,1/8,1,,-1,65,,1187
1189,99,98,1/4,1/4,3/8,3,1,1/8,,1/8,1,,2,74,,1184
1190,99,98,1/4,1/4,3/8,2,1,1/8,,1/8,1,,-2,82,,1181
1191,100,99,0,0,3/8,5,1,1/8,,1/8,1,,1,55,,1201
1192,100,99,0,0,3/8,4,1,1/8,,1/8,1,,1,67,,1198
1193,100,99,0,0,3/8,3,1,1/8,,1/8,1,,-2,70,,1195
1194,100,99,0,0,3/8,2,1,1/16,,1/16,1,,2,74,,1191
1195,100,99,1/16,1/16,3/8,2,1,1/32,,1/32,1,,0,72,,1192
1196,100,99,3/32,3/32,3/8,2,1,1/32,,1/32,1,,-2,70,,1193
1197,100,99,1/8,1/8,3/8,5,1,1/8,,1/8,1,,-3,51,,1202
1198,100,99,1/8,1/8,3/8,4,1,1/8,,1/8,1,,1,67,,1199
1199,100,99,1/8,1/8,3/8,3,1,1/8,,1/8,1,,-2,70,,1196
1200,100,99,1/8,1/8,3/8,2,1,1/4,,1/4,1,,0,72,,1194
1201,100,99,1/4,1/4,3/8,5,1,1/8,,1/8,1,,-1,53,,1203
1202,100,99,1/4,1/4,3/8,4,1,1/8,,1/8,1,,-1,65,,1200
1203,100,99,1/4,1/4,3/8,3,1,1/8,,1/8,1,,3,69,,1197
